balanced_source_mae_mm,case,coverage_1mm,cross_midplane_mass,dependence,dual_missed,fitted_gap_error_mm,gap,matched_rms_mm,method,model_k,n,phase,posterior_brier,ratio,representation,risk_rms_mm,seed,sigma,single_false_split,source_gap_error_mm,status,surface_mae_mm,upper_mass,upper_mass_error,vertical_w1_mm
0.36803725460614306,s9190101_g2_n1_p0.5_l0,0.8645833333333334,0.15104166666666666,0.0,0,0.01991700023413312,2.0,0.7814441524481497,old_crossfit_gate_map,2,768,exposed,0.11175941534438112,0.5,points,0.7814441524481497,9190101,1.0,,0.5891911470662834,OK,0.07768234223970193,0.5442708333333334,0.04427083333333337,0.15127970322660184
0.3772108698023108,s9190101_g2_n1_p0.5_l0,0.8606770833333334,0.15625,0.0,0,0.021765470194970327,2.0,0.7945922680630755,old_insample_gate_map,2,768,exposed,0.11153587432983937,0.5,points,0.7945922680630755,9190101,1.0,,0.6090243278382461,OK,0.07652588512623132,0.5416666666666666,0.04166666666666663,0.14581895464639574
0.3772108698023108,s9190101_g2_n1_p0.5_l0,0.8606770833333334,0.15625,0.0,0,0.021765470194970327,2.0,0.7945922680630755,repaired_insample_map,2,768,exposed,0.11153587435612267,0.5,points,0.7945922680630755,9190101,1.0,,0.6090243278382461,OK,0.07652588512623132,0.5416666666666666,0.04166666666666663,0.14581895464639574
0.36803725458469705,s9190101_g2_n1_p0.5_l0,0.8645833333333334,0.15104166666666666,0.0,0,0.019917000366404203,2.0,0.7814441524143433,repaired_crossfit_map,2,768,exposed,0.11175941536238064,0.5,points,0.7814441524143433,9190101,1.0,,0.5891911469764322,OK,0.07768234224164526,0.5442708333333334,0.04427083333333337,0.15127970319192371
0.9996378602409791,s9190101_g2_n1_p0.5_l0,0.4830729166666667,0.5169270833333333,0.0,1,2.0,2.0,1.0031971983845323,candidate_pool_S,1,768,exposed,0.5,0.5,points,1.0031971983845323,9190101,1.0,,1.9992757204819582,OK,0.9317530966135497,0.7747395833333334,0.27473958333333337,0.9456336460176884
0.3772108698023108,s9190101_g2_n1_p0.5_l0,0.8606770833333334,0.15625,0.0,0,0.021765470194970327,2.0,0.7945922680630755,candidate_pool_C,2,768,exposed,0.11153587435612267,0.5,points,0.7945922680630755,9190101,1.0,,0.6090243278382461,OK,0.07652588512623132,0.5416666666666666,0.04166666666666663,0.14581895464639574
0.4803581329316766,s9190101_g2_n1_p0.5_l0,0.8385416666666666,0.1796875,0.0,0,0.034486889438754,2.0,0.8458656700048683,candidate_pool_L,2,768,exposed,0.11807177953516103,0.5,points,0.8458656700048683,9190101,1.0,,0.6938901789217806,OK,0.16012054538208154,0.5260416666666666,0.02604166666666663,0.19467946308357162
0.4775824835767827,s9190101_g2_n1_p0.5_l0,0.83984375,0.18098958333333331,0.0,0,0.03112685032583684,2.0,0.8504518090168305,candidate_pool_R,2,768,exposed,0.11830650912831613,0.5,points,0.8504518090168305,9190101,1.0,,0.6999565745342953,OK,0.15114309960605024,0.5247395833333334,0.02473958333333337,0.18611559980164652
0.48201868747888404,s9190101_g2_n1_p0.5_l0,0.8411458333333334,0.1796875,0.0,0,0.03175168878668044,2.0,0.8488923781340451,candidate_legacy_spatial,2,768,exposed,0.11922682537867361,0.5,points,0.8488923781340451,9190101,1.0,,0.693781819409615,OK,0.15999750825680606,0.5208333333333334,0.02083333333333337,0.18931624224063512
0.3772108698023108,s9190101_g2_n1_p0.5_l0,0.8606770833333334,0.15625,0.0,0,0.021765470194970327,2.0,0.7945922680630755,candidate_retained,2,768,exposed,0.11153587435612267,0.5,points,0.7945922680630755,9190101,1.0,,0.6090243278382461,OK,0.07652588512623132,0.5416666666666666,0.04166666666666663,0.14581895464639574
0.8064549439556361,s9190101_g2_n1_p0.5_l0,0.7122395833333334,0.14973958333333334,0.0,,,2.0,1.0189726073613115,identity,0,768,exposed,,0.5,points,1.0189726073613115,9190101,1.0,,0.02618842120828946,OK,0.6665256676909886,0.51953125,0.01953125,0.6690500216647748
0.08423612523230872,s9190101_g2_n1_p0.5_l1,0.9934895833333334,0.009114583333333334,1.0,0,0.003556151196378199,2.0,0.21010891060899273,v18_map,2,768,exposed,0.00811802598233536,0.5,points,0.21010891060899273,9190101,1.0,,0.07802308980384032,OK,0.06614455419907599,0.5065104166666666,0.00651041666666663,0.07914972887651656
0.08842873692801423,s9190101_g2_n1_p0.5_l1,0.9934895833333334,0.010416666666666668,1.0,0,0.008722988907355678,2.0,0.22170418134626946,old_crossfit_gate_map,2,768,exposed,0.009085407400314554,0.5,points,0.22170418134626946,9190101,1.0,,0.07549273615972307,OK,0.06788831688519652,0.5078125,0.0078125,0.08333881915335534
0.08423613282302325,s9190101_g2_n1_p0.5_l1,0.9934895833333334,0.009114583333333334,1.0,0,0.003556122331288769,2.0,0.21010891339630705,old_insample_gate_map,2,768,exposed,0.008118025882559282,0.5,points,0.21010891339630705,9190101,1.0,,0.0780230963941162,OK,0.06614456186314627,0.5065104166666666,0.00651041666666663,0.0791497365765308
0.08423613282302325,s9190101_g2_n1_p0.5_l1,0.9934895833333334,0.009114583333333334,1.0,0,0.003556122331288769,2.0,0.21010891339630705,repaired_insample_map,2,768,exposed,0.008118025882559282,0.5,points,0.21010891339630705,9190101,1.0,,0.0780230963941162,OK,0.06614456186314627,0.5065104166666666,0.00651041666666663,0.0791497365765308
0.08842873692801423,s9190101_g2_n1_p0.5_l1,0.9934895833333334,0.010416666666666668,1.0,0,0.008722988907355678,2.0,0.22170418134626946,repaired_crossfit_map,2,768,exposed,0.009085407400314554,0.5,points,0.22170418134626946,9190101,1.0,,0.07549273615972307,OK,0.06788831688519652,0.5078125,0.0078125,0.08333881915335534
0.4104722887871004,s9190101_g2_n1_p0.5_l1,0.9778645833333334,0.022135416666666668,1.0,1,2.0,2.0,0.4922764466811344,candidate_pool_S,1,768,exposed,0.5,0.5,points,0.4922764466811344,9190101,1.0,,0.3719101165882466,OK,0.4085220605781856,0.5221354166666666,0.02213541666666663,0.4098849769686782
0.4586603918175516,s9190101_g2_n1_p0.5_l1,0.9375,0.05859375,1.0,0,0.9451223060876046,2.0,0.5672013848879343,candidate_pool_C,2,768,exposed,0.270555473458041,0.5,points,0.5672013848879343,9190101,1.0,,0.21135469631745973,OK,0.4335457008084232,0.4934895833333333,0.006510416666666685,0.43413554629892803
