method,kind,field,allocation,seed,requested_budget_mm,actual_budget_mm,duplicate_budget,direction_informative,native_field_rms_mm,normalization_factor,status,displacement_rms_mm,displacement_p95_mm,displacement_max_mm,moved_fraction,case,scene,n_input,n_reference,accuracy_mm,p95_mm,completeness_mm,precision,recall,fscore,step
budget0.1__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.1,0.06587731212445602,False,True,0.05622389283203159,1.171696031814516,OK,0.0658773121244568,0.13958447159305243,0.3370008142173185,1.0,s37_confirm18,scan37,831,1082,0.49238748230285945,1.370990699794319,0.691238102573751,0.9169675090252708,0.7744916820702403,0.8397290483949235,
budget0.1__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.1,0.06587731212445602,False,True,0.056107848329502205,1.1741193805469263,OK,0.06587731212445529,0.13653309889301432,0.314197523995168,1.0,s37_confirm18,scan37,831,1082,0.4922932815809742,1.3715754016874784,0.692136571092384,0.9169675090252708,0.7735674676524954,0.8391855166111744,
budget0.1__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.1,0.06587731212445602,False,True,0.057106576977872414,1.153585376864421,OK,0.06587731212445633,0.13821198169725804,0.33609026247543233,1.0,s37_confirm18,scan37,831,1082,0.4921772944641301,1.3711200212724481,0.6920489062950126,0.9169675090252708,0.7735674676524954,0.8391855166111744,
budget0.1__multiscale_full__uniform,budget,multiscale_full,uniform,,0.1,0.06587731212445602,False,True,0.06587731212445602,1.0,OK,0.06587731212445602,0.1374761419453545,0.3098471910334911,1.0,s37_confirm18,scan37,831,1082,0.4922681727520138,1.3712133655056227,0.6920954506408031,0.9169675090252708,0.7735674676524954,0.8391855166111744,
budget0.1__quadratic64__uniform,budget,quadratic64,uniform,,0.1,0.06587731212445602,False,True,0.06653225938203251,0.990155944444698,OK,0.06587731212445665,0.13527902529256855,0.3293076170080948,1.0,s37_confirm18,scan37,831,1082,0.4932536584457303,1.3664598910368906,0.6911884586609911,0.9169675090252708,0.7735674676524954,0.8391855166111744,
native__apss2,native,apss2,cached,,,,,,,,OK,0.03347938513458014,0.07337641373605185,0.1692438434777572,1.0,s37_confirm18,scan37,831,1082,0.49577374963239756,1.4082102262230989,0.6940211708771943,0.914560770156438,0.7717190388170055,0.8370899713429252,
native__identity,native,identity,cached,,,,,,,,OK,0.0,0.0,0.0,0.0,s37_confirm18,scan37,831,1082,0.4976364673086999,1.3963240055009933,0.688097168957596,0.9157641395908543,0.7735674676524954,0.8386812197117876,
native__local_plane64,native,local_plane64,cached,,,,,,,,OK,0.10382274867689101,0.19954526335050377,0.33975004855180596,1.0,s37_confirm18,scan37,831,1082,0.49229784146617495,1.3876916118747904,0.7050238052409858,0.914560770156438,0.7634011090573013,0.8321723096175183,
native__multiscale_consensus,native,multiscale_consensus,cached,,,,,,,,OK,0.054607251438473406,0.11007990233155558,0.21973744548863947,1.0,s37_confirm18,scan37,831,1082,0.49297554769551505,1.3788704077069507,0.6900456614705766,0.9169675090252708,0.7763401109057301,0.8408143319908258,
native__multiscale_full,native,multiscale_full,cached,,,,,,,,OK,0.06587731212445602,0.1374761419453545,0.3098471910334911,1.0,s37_confirm18,scan37,831,1082,0.4922681727520138,1.3712133655056227,0.6920954506408031,0.9169675090252708,0.7735674676524954,0.8391855166111744,
native__multiscale_matched,native,multiscale_matched,cached,,,,,,,,OK,0.05460725143847345,0.1139572032905398,0.25683961477215467,1.0,s37_confirm18,scan37,831,1082,0.49279297334435995,1.3717365758638562,0.6914812457198949,0.9169675090252708,0.7754158964879853,0.8402719865307917,
native__quadratic64,native,quadratic64,cached,,,,,,,,OK,0.06653225938203251,0.13662395913647682,0.3325815684445278,1.0,s37_confirm18,scan37,831,1082,0.49323982629552754,1.3663854891945841,0.6912123297127619,0.9169675090252708,0.7735674676524954,0.8391855166111744,
native__rimls2,native,rimls2,cached,,,,,,,,OK,0.03325746684533152,0.07394659162943074,0.16757372724371866,1.0,s37_confirm18,scan37,831,1082,0.4961084516488984,1.4088779485657663,0.6933156384682674,0.914560770156438,0.7726432532347505,0.8376333851009469,
native__v18,native,v18,cached,,,,,,,,OK,0.22700124800174507,0.3826182169154634,1.532949381487061,1.0,s37_confirm18,scan37,831,1082,0.5082554498260596,1.3137092867766702,0.7863368941797693,0.9181708784596871,0.7356746765249538,0.8168538615587185,
probe_t0.5,probe,multiscale_full,fixed_step,,,,,,,,OK,0.032938656062228226,0.06873807097267061,0.1549235955167621,1.0,s37_confirm18,scan37,831,1082,0.4943083271326763,1.3972345872635965,0.6902159116115246,0.9169675090252708,0.777264325323475,0.8413560857449511,0.5
probe_t1,probe,multiscale_full,fixed_step,,,,,,,,OK,0.06587731212445602,0.1374761419453545,0.3098471910334911,1.0,s37_confirm18,scan37,831,1082,0.4922681727520138,1.3712133655056227,0.6920954506408031,0.9169675090252708,0.7735674676524954,0.8391855166111744,1.0
budget0.025__local_plane64__uniform,budget,local_plane64,uniform,,0.025,0.025,False,True,0.109633120850208,0.2280332786855312,OK,0.024999999999999366,0.06711855363913757,0.11699814536487446,1.0,s37_confirm19,scan37,687,3439,0.30336576554767514,0.4016700147513451,0.4296421330473625,1.0,1.0,1.0,
budget0.025__multiscale_full__alpha,budget,multiscale_full,alpha,,0.025,0.025,False,True,0.024545764382669016,1.0185056619239654,OK,0.024999999999997746,0.05031948568954008,0.14313951252650753,1.0,s37_confirm19,scan37,687,3439,0.30746557905384986,0.4044580080274536,0.43419364669202737,1.0,1.0,1.0,
budget0.025__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.025,0.025,False,True,0.026940365611534005,0.9279755278932342,OK,0.024999999999998607,0.0504974210795232,0.21537902099374906,1.0,s37_confirm19,scan37,687,3439,0.3074598483926097,0.40533883352581257,0.43414159495510934,1.0,1.0,1.0,
budget0.025__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.025,0.025,False,True,0.026972766560262554,0.9268608002870229,OK,0.024999999999998274,0.04962113571543281,0.19631869351492354,1.0,s37_confirm19,scan37,687,3439,0.3073139575914199,0.40509056817459865,0.43397161655539185,1.0,1.0,1.0,
budget0.025__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.025,0.025,False,True,0.026809563765858767,0.9325030507149394,OK,0.025000000000000064,0.04948883737457888,0.16234098139103315,1.0,s37_confirm19,scan37,687,3439,0.30740796970274853,0.4050972450270674,0.4341241079406171,1.0,1.0,1.0,
budget0.025__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.025,0.025,False,True,0.026743836196354252,0.9347948370775628,OK,0.02499999999999918,0.050099098460720325,0.18229622346578522,1.0,s37_confirm19,scan37,687,3439,0.30732778423125795,0.4048067752803265,0.4339094959336938,1.0,1.0,1.0,
budget0.025__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.025,0.025,False,True,0.02704256682247968,0.9244684561237082,OK,0.025000000000000484,0.0490030990608595,0.20644060349557336,1.0,s37_confirm19,scan37,687,3439,0.30729618352677335,0.4049243774234805,0.4340122543901343,1.0,1.0,1.0,
budget0.025__multiscale_full__uniform,budget,multiscale_full,uniform,,0.025,0.025,False,True,0.032334472145411616,0.77316864452193,OK,0.024999999999998482,0.04892177412830312,0.1903343737973732,1.0,s37_confirm19,scan37,687,3439,0.3073440170226342,0.4055003457773884,0.4340551654192964,1.0,1.0,1.0,
budget0.025__quadratic64__uniform,budget,quadratic64,uniform,,0.025,0.025,False,True,0.039750699814294285,0.6289197452320083,OK,0.025000000000001302,0.05025088918742134,0.13593060284369177,1.0,s37_confirm19,scan37,687,3439,0.30814183431158565,0.40809361653440185,0.43477825645666285,1.0,1.0,1.0,
budget0.05__local_plane64__uniform,budget,local_plane64,uniform,,0.05,0.032334472145411616,False,True,0.109633120850208,0.2949334279153677,OK,0.032334472145412047,0.08680972012343506,0.15132293089461102,1.0,s37_confirm19,scan37,687,3439,0.30230441114535705,0.39954197228768734,0.4286569860750061,1.0,1.0,1.0,
budget0.05__multiscale_full__alpha,budget,multiscale_full,alpha,,0.05,0.032334472145411616,False,True,0.024545764382669016,1.3173137182169792,OK,0.0323344721454098,0.06508216033605418,0.1851336232278108,1.0,s37_confirm19,scan37,687,3439,0.30760246741406966,0.4074579951619585,0.43434232063272454,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.05,0.032334472145411616,False,True,0.026940365611534005,1.2002239543314968,OK,0.032334472145410936,0.06531229821241949,0.27856667820121767,1.0,s37_confirm19,scan37,687,3439,0.3076119251134908,0.4059574305586071,0.43428282189294204,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.05,0.032334472145411616,False,True,0.026972766560262554,1.1987821891821864,OK,0.03233447214541177,0.0641789292246038,0.2539144530833241,1.0,s37_confirm19,scan37,687,3439,0.3073949901202235,0.4050687077156192,0.43405917321201015,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.05,0.032334472145411616,False,True,0.026809563765858767,1.2060797567541426,OK,0.03233447214541256,0.06400781734390233,0.20996839763386033,1.0,s37_confirm19,scan37,687,3439,0.30753726451295293,0.406677051640027,0.43426206445341137,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.05,0.032334472145411616,False,True,0.026743836196354252,1.2090439048463617,OK,0.03233447214541261,0.06479711614753601,0.23577808639483697,1.0,s37_confirm19,scan37,687,3439,0.30741559967495163,0.4062150804081475,0.4339804130808496,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.05,0.032334472145411616,False,True,0.02704256682247968,1.195687981753749,OK,0.032334472145410485,0.06337957366490085,0.2670059177363197,1.0,s37_confirm19,scan37,687,3439,0.3073824544557875,0.4057938232130134,0.43411098272470827,1.0,1.0,1.0,
budget0.05__multiscale_full__uniform,budget,multiscale_full,uniform,,0.05,0.032334472145411616,False,True,0.032334472145411616,1.0,OK,0.032334472145411616,0.06327438971420747,0.24617446031461707,1.0,s37_confirm19,scan37,687,3439,0.30744995708088246,0.4050697856362062,0.4341813459186189,1.0,1.0,1.0,
budget0.05__quadratic64__uniform,budget,quadratic64,uniform,,0.05,0.032334472145411616,False,True,0.039750699814294285,0.8134315193561497,OK,0.03233447214541051,0.06499343906854846,0.1758097716543314,1.0,s37_confirm19,scan37,687,3439,0.30847520146423246,0.4082803022190262,0.43515321764650444,1.0,1.0,1.0,
budget0.1__local_plane64__uniform,budget,local_plane64,uniform,,0.1,0.032334472145411616,True,True,0.109633120850208,0.2949334279153677,OK,0.032334472145412047,0.08680972012343506,0.15132293089461102,1.0,s37_confirm19,scan37,687,3439,0.30230441114535705,0.39954197228768734,0.4286569860750061,1.0,1.0,1.0,
budget0.1__multiscale_full__alpha,budget,multiscale_full,alpha,,0.1,0.032334472145411616,True,True,0.024545764382669016,1.3173137182169792,OK,0.0323344721454098,0.06508216033605418,0.1851336232278108,1.0,s37_confirm19,scan37,687,3439,0.30760246741406966,0.4074579951619585,0.43434232063272454,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.1,0.032334472145411616,True,True,0.026940365611534005,1.2002239543314968,OK,0.032334472145410936,0.06531229821241949,0.27856667820121767,1.0,s37_confirm19,scan37,687,3439,0.3076119251134908,0.4059574305586071,0.43428282189294204,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.1,0.032334472145411616,True,True,0.026972766560262554,1.1987821891821864,OK,0.03233447214541177,0.0641789292246038,0.2539144530833241,1.0,s37_confirm19,scan37,687,3439,0.3073949901202235,0.4050687077156192,0.43405917321201015,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.1,0.032334472145411616,True,True,0.026809563765858767,1.2060797567541426,OK,0.03233447214541256,0.06400781734390233,0.20996839763386033,1.0,s37_confirm19,scan37,687,3439,0.30753726451295293,0.406677051640027,0.43426206445341137,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.1,0.032334472145411616,True,True,0.026743836196354252,1.2090439048463617,OK,0.03233447214541261,0.06479711614753601,0.23577808639483697,1.0,s37_confirm19,scan37,687,3439,0.30741559967495163,0.4062150804081475,0.4339804130808496,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.1,0.032334472145411616,True,True,0.02704256682247968,1.195687981753749,OK,0.032334472145410485,0.06337957366490085,0.2670059177363197,1.0,s37_confirm19,scan37,687,3439,0.3073824544557875,0.4057938232130134,0.43411098272470827,1.0,1.0,1.0,
budget0.1__multiscale_full__uniform,budget,multiscale_full,uniform,,0.1,0.032334472145411616,True,True,0.032334472145411616,1.0,OK,0.032334472145411616,0.06327438971420747,0.24617446031461707,1.0,s37_confirm19,scan37,687,3439,0.30744995708088246,0.4050697856362062,0.4341813459186189,1.0,1.0,1.0,
budget0.1__quadratic64__uniform,budget,quadratic64,uniform,,0.1,0.032334472145411616,True,True,0.039750699814294285,0.8134315193561497,OK,0.03233447214541051,0.06499343906854846,0.1758097716543314,1.0,s37_confirm19,scan37,687,3439,0.30847520146423246,0.4082803022190262,0.43515321764650444,1.0,1.0,1.0,
native__apss2,native,apss2,cached,,,,,,,,OK,0.012855416124791755,0.02654615340953747,0.05318828778718877,1.0,s37_confirm19,scan37,687,3439,0.30710357144811035,0.40675162723872504,0.4335314906497764,1.0,1.0,1.0,
native__identity,native,identity,cached,,,,,,,,OK,0.0,0.0,0.0,0.0,s37_confirm19,scan37,687,3439,0.30718608523231183,0.41121782329541534,0.43323318529108,1.0,1.0,1.0,
native__local_plane64,native,local_plane64,cached,,,,,,,,OK,0.109633120850208,0.2943366600964456,0.5130748724015807,1.0,s37_confirm19,scan37,687,3439,0.2948360328041879,0.4008164344447228,0.42207421360969377,1.0,1.0,1.0,
native__multiscale_consensus,native,multiscale_consensus,cached,,,,,,,,OK,0.024545764382669828,0.04940520958369215,0.1405387499330216,1.0,s37_confirm19,scan37,687,3439,0.307457355530307,0.4045767461185501,0.43418282169433414,1.0,1.0,1.0,
native__multiscale_full,native,multiscale_full,cached,,,,,,,,OK,0.032334472145411616,0.06327438971420747,0.24617446031461707,1.0,s37_confirm19,scan37,687,3439,0.30744995708088246,0.4050697856362062,0.4341813459186189,1.0,1.0,1.0,
native__multiscale_matched,native,multiscale_matched,cached,,,,,,,,OK,0.024545764382670376,0.048032893637416564,0.18687610772618019,1.0,s37_confirm19,scan37,687,3439,0.3073373137648362,0.40545761492994564,0.4340452845691904,1.0,1.0,1.0,
native__quadratic64,native,quadratic64,cached,,,,,,,,OK,0.039750699814294285,0.07990032045965142,0.2161334635686725,1.0,s37_confirm19,scan37,687,3439,0.30879468038570235,0.4083857707347055,0.4354957028711728,1.0,1.0,1.0,
native__rimls2,native,rimls2,cached,,,,,,,,OK,0.01302423633073558,0.02724808889826048,0.06982104521462974,1.0,s37_confirm19,scan37,687,3439,0.3083251838532397,0.41118116464795645,0.43477688165453965,1.0,1.0,1.0,
native__v18,native,v18,cached,,,,,,,,OK,0.19387505446201142,0.3943848278772762,1.4132871196626862,1.0,s37_confirm19,scan37,687,3439,0.2834025068139297,0.39100713309356894,0.40986493432294835,1.0,1.0,1.0,
probe_t0.5,probe,multiscale_full,fixed_step,,,,,,,,OK,0.016167236072704053,0.03163719485705989,0.12308723015725637,1.0,s37_confirm19,scan37,687,3439,0.3072445999429992,0.40643545964100747,0.43383455873999244,1.0,1.0,1.0,0.5
probe_t1,probe,multiscale_full,fixed_step,,,,,,,,OK,0.032334472145411616,0.06327438971420747,0.24617446031461707,1.0,s37_confirm19,scan37,687,3439,0.30744995708088246,0.4050697856362062,0.4341813459186189,1.0,1.0,1.0,1.0
budget0.025__local_plane64__uniform,budget,local_plane64,uniform,,0.025,0.025,False,True,0.03840981499145658,0.6508753037618302,OK,0.02499999999999932,0.048449715031517744,0.09692571572739327,1.0,s37_confirm20,scan37,655,3056,0.37413402127851314,0.46494627859484716,0.4829801995657559,1.0,1.0,1.0,
budget0.025__multiscale_full__alpha,budget,multiscale_full,alpha,,0.025,0.025,False,True,0.020356340949412036,1.2281185534339407,OK,0.025000000000001073,0.04918428547094671,0.07934492620162287,1.0,s37_confirm20,scan37,655,3056,0.37558377628421163,0.4736965747934337,0.48434513792665795,1.0,1.0,1.0,
budget0.025__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.025,0.025,False,True,0.021901280292455368,1.1414857791949309,OK,0.025000000000000244,0.051383432875381926,0.1232556177702331,1.0,s37_confirm20,scan37,655,3056,0.3755041800359521,0.4756947674845104,0.484188199979391,1.0,1.0,1.0,
budget0.025__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.025,0.025,False,True,0.02173337522815357,1.150304531052076,OK,0.024999999999999672,0.051090505436338286,0.08449894581993994,1.0,s37_confirm20,scan37,655,3056,0.3755774828332663,0.4713269394581876,0.48436687653232496,1.0,1.0,1.0,
budget0.025__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.025,0.025,False,True,0.022090968402185364,1.131684204370455,OK,0.024999999999999526,0.05117854370658459,0.11625427320522776,1.0,s37_confirm20,scan37,655,3056,0.37548095364127865,0.4713873758554346,0.48418947256943645,1.0,1.0,1.0,
budget0.025__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.025,0.025,False,True,0.021861082886273774,1.143584703925948,OK,0.024999999999999026,0.052207317941715604,0.11448307721741596,1.0,s37_confirm20,scan37,655,3056,0.3756649124440859,0.46987708290938357,0.4843757978681281,1.0,1.0,1.0,
budget0.025__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.025,0.025,False,True,0.02192629030682486,1.1401837543042292,OK,0.024999999999999713,0.05137261641087559,0.10420204248672366,1.0,s37_confirm20,scan37,655,3056,0.375436814004268,0.47392905549476844,0.4841687964223264,1.0,1.0,1.0,
budget0.025__multiscale_full__uniform,budget,multiscale_full,uniform,,0.025,0.025,False,True,0.026025923374827994,0.960580711775235,OK,0.02500000000000114,0.05089682453309622,0.10931983175361268,1.0,s37_confirm20,scan37,655,3056,0.37554001784449026,0.47121788357299005,0.48432622952723725,1.0,1.0,1.0,
budget0.025__quadratic64__uniform,budget,quadratic64,uniform,,0.025,0.025,False,True,0.0254884819650518,0.9808351879989725,OK,0.024999999999999047,0.04951744712191708,0.10448686697811506,1.0,s37_confirm20,scan37,655,3056,0.3755437903729896,0.47393501756325646,0.48423331810590947,1.0,1.0,1.0,
budget0.05__local_plane64__uniform,budget,local_plane64,uniform,,0.05,0.0254884819650518,False,True,0.03840981499145658,0.6635929376572408,OK,0.02548848196505211,0.04939638751174804,0.0988195742907032,1.0,s37_confirm20,scan37,655,3056,0.3741150268871628,0.4651802569526408,0.4829695153495382,1.0,1.0,1.0,
budget0.05__multiscale_full__alpha,budget,multiscale_full,alpha,,0.05,0.0254884819650518,False,True,0.020356340949412036,1.25211510400586,OK,0.025488481965051435,0.05014531092763676,0.08089526882031868,1.0,s37_confirm20,scan37,655,3056,0.3755929385308147,0.4741134764067403,0.48435329958407336,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.05,0.0254884819650518,False,True,0.021901280292455368,1.1637895878549238,OK,0.025488481965051244,0.05238742808585989,0.1256639436250999,1.0,s37_confirm20,scan37,655,3056,0.37551187405258224,0.47612332285383857,0.48419367682590286,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.05,0.0254884819650518,False,True,0.02173337522815357,1.1727806517615282,OK,0.025488481965051688,0.05208877705597686,0.0861499942638748,1.0,s37_confirm20,scan37,655,3056,0.37558676422892934,0.4719095407815225,0.48437699761473574,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.05,0.0254884819650518,False,True,0.022090968402185364,1.1537964973292132,OK,0.025488481965052635,0.05217853553054286,0.11852579783815095,1.0,s37_confirm20,scan37,655,3056,0.3754883774310857,0.47198702374635465,0.48419449908131884,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.05,0.0254884819650518,False,True,0.021861082886273774,1.165929524061025,OK,0.025488481965052698,0.053227411272049455,0.11671999395837067,1.0,s37_confirm20,scan37,655,3056,0.3756759149504055,0.46977731058007893,0.4843854386837436,1.0,1.0,1.0,
budget0.05__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.05,0.0254884819650518,False,True,0.02192629030682486,1.1624621223371359,OK,0.025488481965051966,0.05237640027544135,0.10623807522578226,1.0,s37_confirm20,scan37,655,3056,0.3754431419819147,0.47445520065743374,0.48417338598940024,1.0,1.0,1.0,
budget0.05__multiscale_full__uniform,budget,multiscale_full,uniform,,0.05,0.0254884819650518,False,True,0.026025923374827994,0.9793497659223879,OK,0.02548848196505161,0.05189131176760515,0.11145586240291065,1.0,s37_confirm20,scan37,655,3056,0.3755483161712772,0.4719504113063159,0.4843355047098695,1.0,1.0,1.0,
budget0.05__quadratic64__uniform,budget,quadratic64,uniform,,0.05,0.0254884819650518,False,True,0.0254884819650518,1.0,OK,0.0254884819650518,0.050484982316919204,0.10652846498230746,1.0,s37_confirm20,scan37,655,3056,0.3755519482914181,0.47376601254394496,0.48424046678016147,1.0,1.0,1.0,
budget0.1__local_plane64__uniform,budget,local_plane64,uniform,,0.1,0.0254884819650518,True,True,0.03840981499145658,0.6635929376572408,OK,0.02548848196505211,0.04939638751174804,0.0988195742907032,1.0,s37_confirm20,scan37,655,3056,0.3741150268871628,0.4651802569526408,0.4829695153495382,1.0,1.0,1.0,
budget0.1__multiscale_full__alpha,budget,multiscale_full,alpha,,0.1,0.0254884819650518,True,True,0.020356340949412036,1.25211510400586,OK,0.025488481965051435,0.05014531092763676,0.08089526882031868,1.0,s37_confirm20,scan37,655,3056,0.3755929385308147,0.4741134764067403,0.48435329958407336,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.1,0.0254884819650518,True,True,0.021901280292455368,1.1637895878549238,OK,0.025488481965051244,0.05238742808585989,0.1256639436250999,1.0,s37_confirm20,scan37,655,3056,0.37551187405258224,0.47612332285383857,0.48419367682590286,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.1,0.0254884819650518,True,True,0.02173337522815357,1.1727806517615282,OK,0.025488481965051688,0.05208877705597686,0.0861499942638748,1.0,s37_confirm20,scan37,655,3056,0.37558676422892934,0.4719095407815225,0.48437699761473574,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.1,0.0254884819650518,True,True,0.022090968402185364,1.1537964973292132,OK,0.025488481965052635,0.05217853553054286,0.11852579783815095,1.0,s37_confirm20,scan37,655,3056,0.3754883774310857,0.47198702374635465,0.48419449908131884,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.1,0.0254884819650518,True,True,0.021861082886273774,1.165929524061025,OK,0.025488481965052698,0.053227411272049455,0.11671999395837067,1.0,s37_confirm20,scan37,655,3056,0.3756759149504055,0.46977731058007893,0.4843854386837436,1.0,1.0,1.0,
budget0.1__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.1,0.0254884819650518,True,True,0.02192629030682486,1.1624621223371359,OK,0.025488481965051966,0.05237640027544135,0.10623807522578226,1.0,s37_confirm20,scan37,655,3056,0.3754431419819147,0.47445520065743374,0.48417338598940024,1.0,1.0,1.0,
budget0.1__multiscale_full__uniform,budget,multiscale_full,uniform,,0.1,0.0254884819650518,True,True,0.026025923374827994,0.9793497659223879,OK,0.02548848196505161,0.05189131176760515,0.11145586240291065,1.0,s37_confirm20,scan37,655,3056,0.3755483161712772,0.4719504113063159,0.4843355047098695,1.0,1.0,1.0,
budget0.1__quadratic64__uniform,budget,quadratic64,uniform,,0.1,0.0254884819650518,True,True,0.0254884819650518,1.0,OK,0.0254884819650518,0.050484982316919204,0.10652846498230746,1.0,s37_confirm20,scan37,655,3056,0.3755519482914181,0.47376601254394496,0.48424046678016147,1.0,1.0,1.0,
native__apss2,native,apss2,cached,,,,,,,,OK,0.012543982092060828,0.025773864303563643,0.049547419687717406,1.0,s37_confirm20,scan37,655,3056,0.3752714938026321,0.4719685659062099,0.48368366553426856,1.0,1.0,1.0,
native__identity,native,identity,cached,,,,,,,,OK,0.0,0.0,0.0,0.0,s37_confirm20,scan37,655,3056,0.3752060542100409,0.47662814425119837,0.48308238837959583,1.0,1.0,1.0,
native__local_plane64,native,local_plane64,cached,,,,,,,,OK,0.03840981499145658,0.074437783630023,0.14891595236018956,1.0,s37_confirm20,scan37,655,3056,0.37363845171516513,0.46518628566939857,0.48258308913004155,1.0,1.0,1.0,
native__multiscale_consensus,native,multiscale_consensus,cached,,,,,,,,OK,0.020356340949412383,0.04004848337607146,0.06460689481456337,1.0,s37_confirm20,scan37,655,3056,0.37550063615699253,0.4735802120224747,0.48423382351412914,1.0,1.0,1.0,
native__multiscale_full,native,multiscale_full,cached,,,,,,,,OK,0.026025923374827994,0.052985474212789443,0.11380598258270275,1.0,s37_confirm20,scan37,655,3056,0.37555757067621026,0.47275657567327367,0.4843450290317889,1.0,1.0,1.0,
native__multiscale_matched,native,multiscale_matched,cached,,,,,,,,OK,0.020356340949413413,0.04144292453748947,0.0890140707083616,1.0,s37_confirm20,scan37,655,3056,0.3754643316535408,0.4714860278570833,0.4842128745895239,1.0,1.0,1.0,
native__quadratic64,native,quadratic64,cached,,,,,,,,OK,0.0254884819650518,0.050484982316919204,0.10652846498230746,1.0,s37_confirm20,scan37,655,3056,0.3755519482914181,0.47376601254394496,0.48424046678016147,1.0,1.0,1.0,
native__rimls2,native,rimls2,cached,,,,,,,,OK,0.01247373358369578,0.025917526099145098,0.05456546874813489,1.0,s37_confirm20,scan37,655,3056,0.37545886206991014,0.4750918843988005,0.48377764624384023,1.0,1.0,1.0,
native__v18,native,v18,cached,,,,,,,,OK,0.05072345793302684,0.09692748805996645,0.18352953296926466,1.0,s37_confirm20,scan37,655,3056,0.36909452937835896,0.45510780159223185,0.47781414855236604,1.0,1.0,1.0,
probe_t0.5,probe,multiscale_full,fixed_step,,,,,,,,OK,0.013012961687414533,0.026492737106387058,0.056902991291350034,1.0,s37_confirm20,scan37,655,3056,0.37536267176759175,0.4722263305542286,0.48392743004543803,1.0,1.0,1.0,0.5
probe_t1,probe,multiscale_full,fixed_step,,,,,,,,OK,0.026025923374827994,0.052985474212789443,0.11380598258270275,1.0,s37_confirm20,scan37,655,3056,0.37555757067621026,0.47275657567327367,0.4843450290317889,1.0,1.0,1.0,1.0
budget0.025__local_plane64__uniform,budget,local_plane64,uniform,,0.025,0.025,False,True,0.08964289506966883,0.27888434415879204,OK,0.024999999999999422,0.04412741054333222,0.1826301999539001,1.0,s37_confirm21,scan37,669,3594,0.28538593467421886,0.4769560956888095,0.5854740949150129,1.0,0.9457429048414023,0.9721149721149721,
budget0.025__multiscale_full__alpha,budget,multiscale_full,alpha,,0.025,0.025,False,True,0.05261266616184014,0.4751707492469266,OK,0.024999999999999665,0.04545120738579719,0.17463798028538158,1.0,s37_confirm21,scan37,669,3594,0.2868721753105233,0.48886908363815157,0.588189136260955,1.0,0.944629938786867,0.971526684790385,
